,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
39570,2023,Kia,EV6 AWD GT,Small Station Wagons,,,0,0,104,24,0,0,All-Wheel Drive,79,5.06,63,6.35,74,5.41,66,6.06,58,6.9,51,7.84,44,37
39571,2023,Kia,EV6 Long Range AWD (19 inch tires),Small Station Wagons,,,0,0,103,24,0,0,All-Wheel Drive,109,3.67,87,4.6,98,4.08,88,4.55,78,5.13,68,5.88,59,50
39572,2023,Kia,EV6 Long Range AWD (20 inch tires),Small Station Wagons,,,0,0,103,24,0,0,All-Wheel Drive,96,4.17,76,5.26,86,4.65,77,5.19,68,5.88,59,6.78,51,43
39573,2023,Kia,EV6 Long Range RWD,Small Station Wagons,,,0,0,103,24,0,0,Rear-Wheel Drive,117,3.42,93,4.3,101,3.96,90,4.44,80,5.0,70,5.71,60,51
39574,2023,Kia,EV6 Standard Range RWD,Small Station Wagons,,,0,0,103,24,0,0,Rear-Wheel Drive,117,3.42,93,4.3,100,4.0,90,4.44,80,5.0,70,5.71,60,51
39575,2023,Kia,Niro Electric,Small Station Wagons,,,0,0,100,23,0,0,Front-Wheel Drive,113,3.54,90,4.44,101,3.96,90,4.44,80,5.0,70,5.71,60,51
39576,2023,Mercedes-Benz,EQS 450 4Matic,Large Cars,,,0,0,103,35,0,0,All-Wheel Drive,103,3.88,82,4.88,105,3.81,94,4.26,83,4.82,73,5.48,63,53
39578,2023,Mercedes-Benz,EQS 450 4Matic (SUV),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,78,5.13,62,6.45,77,5.19,69,5.8,61,6.56,53,7.55,46,39
39579,2023,Mercedes-Benz,EQS 450 Plus (SUV),Standard Sport Utility Vehicle 2WD,,,0,0,0,0,0,0,Rear-Wheel Drive,85,4.71,68,5.88,83,4.82,74,5.41,65,6.15,57,7.02,49,41
39580,2023,Mercedes-Benz,EQS 580 4Matic (SUV),Standard Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,77,5.19,61,6.56,74,5.41,66,6.06,58,6.9,51,7.84,44,37
39581,2023,Nissan,ARIYA ENGAGE FWD 63kWh,Small Station Wagons,,,0,0,101,23,0,0,Front-Wheel Drive,101,3.96,80,5.0,94,4.26,84,4.76,74,5.41,65,6.15,56,47
39582,2023,Nissan,ARIYA EVO Plus/EMP Plus/PRM FWD 87kWh,Small Station Wagons,,,0,0,101,23,0,0,Front-Wheel Drive,98,4.08,78,5.13,91,4.4,81,4.94,72,5.56,63,6.35,54,45
39583,2023,Nissan,ARIYA VENTURE Plus FWD 87kWh,Small Station Wagons,,,0,0,101,27,0,0,Front-Wheel Drive,103,3.88,82,4.88,95,4.21,85,4.71,75,5.33,66,6.06,57,48
39584,2023,Nissan,LEAF,Midsize Cars,,,0,0,0,0,92,24,Front-Wheel Drive,111,3.6,88,4.55,99,4.04,89,4.49,79,5.06,69,5.8,60,51
39585,2023,Nissan,LEAF SV,Midsize Cars,,,0,0,0,0,92,24,Front-Wheel Drive,109,3.67,87,4.6,98,4.08,88,4.55,78,5.13,68,5.88,59,50
39586,2023,Porsche,Taycan 4 Cross Turismo,Midsize Cars,,,0,0,0,0,90,24,All-Wheel Drive,80,5.0,64,6.25,80,5.0,72,5.56,64,6.25,56,7.14,48,40
39587,2023,Porsche,Taycan 4S Cross Turismo,Midsize Cars,,,0,0,0,0,91,24,All-Wheel Drive,78,5.13,62,6.45,78,5.13,70,5.71,62,6.45,54,7.41,46,39
39589,2023,Porsche,Taycan 4S Perf Battery Plus,Compact Cars,,,0,0,89,12,0,0,All-Wheel Drive,80,5.0,64,6.25,81,4.94,72,5.56,64,6.25,56,7.14,48,40
39590,2023,Porsche,Taycan 4S Performance Battery,Compact Cars,,,0,0,89,12,0,0,All-Wheel Drive,82,4.88,65,6.15,82,4.88,73,5.48,64,6.25,56,7.14,48,40
39591,2023,Porsche,Taycan GTS,Compact Cars,,,0,0,89,11,0,0,All-Wheel Drive,83,4.82,66,6.06,82,4.88,73,5.48,64,6.25,56,7.14,48,40
39592,2023,Porsche,Taycan GTS Sport Turismo,Compact Cars,,,0,0,0,0,90,12,All-Wheel Drive,80,5.0,64,6.25,80,5.0,72,5.56,64,6.25,56,7.14,48,40
39593,2023,Porsche,Taycan Perf Battery Plus,Compact Cars,,,0,0,90,12,0,0,Rear-Wheel Drive,82,4.88,65,6.15,88,4.55,79,5.06,70,5.71,61,6.56,53,45
39594,2023,Porsche,Taycan Performance Battery,Compact Cars,,,0,0,90,12,0,0,Rear-Wheel Drive,83,4.82,66,6.06,88,4.55,79,5.06,70,5.71,61,6.56,53,45
39595,2023,Porsche,Taycan Turbo,Compact Cars,,,0,0,89,11,0,0,All-Wheel Drive,81,4.94,64,6.25,80,5.0,72,5.56,64,6.25,56,7.14,48,40
39596,2023,Porsche,Taycan Turbo Cross Turismo,Midsize Cars,,,0,0,0,0,92,24,All-Wheel Drive,79,5.06,63,6.35,78,5.13,70,5.71,62,6.45,54,7.41,46,39
39597,2023,Porsche,Taycan Turbo S,Compact Cars,,,0,0,89,11,0,0,All-Wheel Drive,75,5.33,60,6.67,74,5.41,66,6.06,58,6.9,51,7.84,44,37
39598,2023,Porsche,Taycan Turbo S Cross Turismo,Midsize Cars,,,0,0,0,0,93,24,All-Wheel Drive,75,5.33,60,6.67,74,5.41,66,6.06,58,6.9,51,7.84,44,37
39600,2023,Subaru,Solterra AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,104,3.85,83,4.82,94,4.26,84,4.76,74,5.41,65,6.15,56,47
39601,2023,Subaru,Solterra Limited/Touring AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,102,3.92,81,4.94,93,4.3,83,4.82,73,5.48,64,6.25,55,46
39602,2023,Volkswagen,ID.4,Small Sport Utility Vehicle 2WD,,,0,0,100,30,0,0,Rear-Wheel Drive,107,3.74,85,4.71,99,4.04,89,4.49,79,5.06,69,5.8,60,51
39603,2023,Volkswagen,ID.4 AWD Pro,Small Sport Utility Vehicle 4WD,,,0,0,100,30,0,0,All-Wheel Drive,99,4.04,79,5.06,93,4.3,83,4.82,73,5.48,64,6.25,55,46
39604,2023,Volkswagen,ID.4 AWD Pro S,Small Sport Utility Vehicle 4WD,,,0,0,100,30,0,0,All-Wheel Drive,99,4.04,79,5.06,93,4.3,83,4.82,73,5.48,64,6.25,55,46
39605,2023,Volkswagen,ID.4 Pro,Small Sport Utility Vehicle 2WD,,,0,0,100,30,0,0,Rear-Wheel Drive,107,3.74,85,4.71,98,4.08,88,4.55,78,5.13,68,5.88,59,50
39606,2023,Volkswagen,ID.4 Pro S,Small Sport Utility Vehicle 2WD,,,0,0,100,30,0,0,Rear-Wheel Drive,107,3.74,85,4.71,98,4.08,88,4.55,78,5.13,68,5.88,59,50
39607,2023,Volkswagen,ID.4 S,Small Sport Utility Vehicle 2WD,,,0,0,100,30,0,0,Rear-Wheel Drive,107,3.74,85,4.71,99,4.04,89,4.49,79,5.06,69,5.8,60,51
39609,2023,Lexus,LC 500 Convertible,Minicompact Cars,8.0,5.0,75,3,0,0,0,0,Rear-Wheel Drive,18,22.22,14,28.57,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39611,2023,Lexus,RC 300 AWD,Subcompact Cars,6.0,3.5,84,10,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39612,2023,Lexus,RC 350,Subcompact Cars,6.0,3.5,84,10,0,0,0,0,Rear-Wheel Drive,23,17.39,18,22.22,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39613,2023,Lexus,RC 350 AWD,Subcompact Cars,6.0,3.5,84,10,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39614,2023,Lexus,RC 300,Subcompact Cars,4.0,2.0,84,10,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39615,2023,Lexus,LC 500,Subcompact Cars,8.0,5.0,86,5,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39616,2023,Mercedes-Benz,E450 Coupe,Subcompact Cars,6.0,3.0,89,10,0,0,0,0,Rear-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39617,2023,Mercedes-Benz,E450 4matic Coupe,Subcompact Cars,6.0,3.0,89,10,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39618,2023,Mercedes-Benz,E450 4matic Convertible,Subcompact Cars,6.0,3.0,87,9,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39619,2023,Mercedes-Benz,C300,Compact Cars,4.0,2.0,0,0,93,12,0,0,Rear-Wheel Drive,29,13.79,23,17.39,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39620,2023,Mercedes-Benz,C300 4matic,Compact Cars,4.0,2.0,0,0,93,12,0,0,All-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39622,2023,Mercedes-Benz,CLS450 4matic,Compact Cars,6.0,3.0,0,0,93,12,0,0,All-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39623,2023,Honda,Civic 4Dr,Midsize Cars,4.0,1.5,0,0,99,15,0,0,Front-Wheel Drive,36,11.11,28,14.29,42,9.52,37,10.81,32,12.5,28,14.29,24,20
39624,2023,Honda,Civic 4Dr,Midsize Cars,4.0,1.5,0,0,99,15,0,0,Front-Wheel Drive,34,11.76,27,14.81,38,10.53,34,11.76,30,13.33,26,15.38,22,18
39625,2023,Honda,Civic 4Dr,Midsize Cars,4.0,1.5,0,0,99,15,0,0,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39626,2023,Honda,Civic 4Dr,Midsize Cars,4.0,2.0,0,0,99,15,0,0,Front-Wheel Drive,33,12.12,26,15.38,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39627,2023,Mercedes-Benz,E450 4matic,Midsize Cars,6.0,3.0,0,0,98,13,0,0,All-Wheel Drive,26,15.38,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39628,2023,Mercedes-Benz,S580 4matic Maybach,Large Cars,8.0,4.0,118,13,0,0,0,0,All-Wheel Drive,18,22.22,14,28.57,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39629,2023,Mercedes-Benz,S580 4matic,Large Cars,8.0,4.0,107,14,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39630,2023,Mercedes-Benz,E450 4matic All-Terrain (wagon),Midsize Station Wagons,6.0,3.0,0,0,98,35,0,0,All-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39631,2023,Mercedes-Benz,Metris (Passenger Van),Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39633,2023,Mercedes-Benz,Metris (Cargo Van),Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39634,2023,Mercedes-Benz,"Metris (Cargo Van, LWB)",Special Purpose Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39635,2023,Acura,RDX FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39636,2023,Acura,RDX FWD A-SPEC,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,24,16.67,19,21.05,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39637,2023,Honda,CR-V Hybrid FWD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,40,10.0,32,12.5,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39638,2023,Kia,Sorento FWD,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,26,15.38,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39639,2023,Kia,Sorento FWD,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39640,2023,Toyota,RAV4,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39641,2023,Toyota,RAV4,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,30,13.33,24,16.67,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39642,2023,Acura,RDX AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39644,2023,Acura,RDX AWD A-SPEC,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,23,17.39,18,22.22,26,15.38,23,17.39,20,20.0,17,23.53,14,11
39645,2023,Honda,CR-V Hybrid AWD,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,37,10.81,29,13.79,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39646,2023,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39647,2023,Kia,Sorento AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,24,16.67,19,21.05,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39648,2023,Toyota,RAV4 AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,28,14.29,22,18.18,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39649,2023,Toyota,RAV4 AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,29,13.79,23,17.39,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39650,2023,Toyota,RAV4 AWD TRD OFFROAD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,28,14.29,22,18.18,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39651,2023,Toyota,RAV4 AWD LE,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,30,13.33,24,16.67,34,11.76,30,13.33,26,15.38,22,18.18,19,16
39652,2023,Toyota,RAV4 Hybrid AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,40,10.0,32,12.5,38,10.53,34,11.76,30,13.33,26,15.38,22,18
39653,2023,Toyota,Venza AWD,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,39,10.26,31,12.9,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39655,2023,Toyota,RAV4 Hybrid AWD Woodland Edition,Small Sport Utility Vehicle 4WD,4.0,2.5,0,0,0,0,0,0,All-Wheel Drive,37,10.81,29,13.79,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39666,2023,Porsche,911 Carrera,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39667,2023,Porsche,911 Carrera Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39668,2023,Porsche,911 Carrera S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39669,2023,Porsche,911 Carrera S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39670,2023,Porsche,911 Carrera S Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39671,2023,Porsche,911 Carrera S Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39672,2023,Porsche,911 Carrera 4S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39673,2023,Porsche,911 Carrera 4S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39674,2023,Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39675,2023,Porsche,911 Carrera 4S Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39678,2023,Porsche,911 Carrera 4,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39679,2023,Porsche,911 Carrera 4 Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39680,2023,Porsche,911 Targa 4S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39681,2023,Porsche,911 Targa 4S,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39682,2023,Porsche,911 Targa 4,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39683,2023,Porsche,911 Carrera GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39684,2023,Porsche,911 Carrera GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39685,2023,Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39686,2023,Porsche,911 Carrera GTS Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39687,2023,Porsche,911 Carrera 4 GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39689,2023,Porsche,911 Carrera 4 GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39690,2023,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39691,2023,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact Cars,6.0,3.0,68,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39692,2023,Porsche,911 Targa 4 GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
39693,2023,Porsche,911 Targa 4 GTS,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,All-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39694,2023,Porsche,911 Turbo,Minicompact Cars,6.0,3.7,70,5,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39695,2023,Porsche,911 Sport Classic,Minicompact Cars,6.0,3.7,70,5,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
39696,2023,Porsche,911 Turbo Cabriolet,Minicompact Cars,6.0,3.7,70,5,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39697,2023,Porsche,911 Turbo S,Minicompact Cars,6.0,3.7,70,5,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39698,2023,Porsche,911 Turbo S Cabriolet,Minicompact Cars,6.0,3.7,70,5,0,0,0,0,All-Wheel Drive,17,23.53,13,30.77,20,20.0,18,22.22,16,25.0,14,28.57,12,10
39700,2023,BMW,M2 Coupe,Subcompact Cars,6.0,3.0,88,10,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39701,2023,BMW,M2 Coupe,Subcompact Cars,6.0,3.0,88,10,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,23,17.39,20,20.0,17,23.53,14,28.57,12,10
39702,2023,Lexus,LC 500h,Subcompact Cars,6.0,3.5,86,5,0,0,0,0,Rear-Wheel Drive,29,13.79,23,17.39,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39703,2023,Mercedes-Benz,AMG C43 4matic Coupe,Subcompact Cars,6.0,3.0,79,10,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39704,2023,Acura,TLX AWD,Compact Cars,4.0,2.0,0,0,93,14,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39705,2023,Acura,TLX FWD,Compact Cars,4.0,2.0,0,0,93,14,0,0,Front-Wheel Drive,25,16.0,20,20.0,31,12.9,27,14.81,24,16.67,21,19.05,18,15
39706,2023,Acura,TLX AWD A-SPEC,Compact Cars,4.0,2.0,0,0,93,14,0,0,All-Wheel Drive,24,16.67,19,21.05,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39707,2023,Acura,TLX FWD A-SPEC,Compact Cars,4.0,2.0,0,0,93,14,0,0,Front-Wheel Drive,25,16.0,20,20.0,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39708,2023,Acura,TLX Type-S,Compact Cars,6.0,3.0,0,0,93,13,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
39709,2023,Acura,TLX Type-S Perf Tire,Compact Cars,6.0,3.0,0,0,93,13,0,0,All-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
39711,2023,BMW,330i xDrive Sedan,Compact Cars,4.0,2.0,0,0,94,13,0,0,All-Wheel Drive,27,14.81,21,19.05,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39712,2023,Toyota,Corolla Hybrid,Compact Cars,4.0,1.8,0,0,89,13,0,0,Front-Wheel Drive,50,8.0,40,10.0,46,8.7,41,9.76,36,11.11,31,12.9,26,22
39713,2023,Toyota,Corolla Hybrid AWD,Compact Cars,4.0,1.8,0,0,89,13,0,0,All-Wheel Drive,48,8.33,38,10.53,44,9.09,39,10.26,34,11.76,29,13.79,25,21
39714,2023,BMW,540i Sedan,Midsize Cars,6.0,3.0,0,0,99,14,0,0,Rear-Wheel Drive,27,14.81,21,19.05,32,12.5,28,14.29,24,16.67,21,19.05,18,15
39715,2023,Lexus,LS 500h AWD,Midsize Cars,6.0,3.5,0,0,99,12,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39716,2023,Lexus,LS 500,Midsize Cars,6.0,3.4,0,0,99,13,0,0,Rear-Wheel Drive,22,18.18,17,23.53,29,13.79,26,15.38,23,17.39,20,20.0,17,14
39717,2023,Lexus,LS 500 AWD,Midsize Cars,6.0,3.4,0,0,99,13,0,0,All-Wheel Drive,21,19.05,16,25.0,27,14.81,24,16.67,21,19.05,18,22.22,15,12
39718,2023,Honda,Civic 5Dr,Large Cars,4.0,1.5,0,0,0,0,99,24,Front-Wheel Drive,35,11.43,28,14.29,39,10.26,35,11.43,31,12.9,27,14.81,23,19
39719,2023,Honda,Civic 5Dr,Large Cars,4.0,1.5,0,0,0,0,99,24,Front-Wheel Drive,33,12.12,26,15.38,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39720,2023,Honda,Civic 5Dr,Large Cars,4.0,1.5,0,0,0,0,99,24,Front-Wheel Drive,31,12.9,24,16.67,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39722,2023,Honda,Civic 5Dr,Large Cars,4.0,2.0,0,0,0,0,99,24,Front-Wheel Drive,32,12.5,25,16.0,37,10.81,33,12.12,29,13.79,25,16.0,21,17
39723,2023,Honda,Civic 5Dr,Large Cars,4.0,2.0,0,0,0,0,99,24,Front-Wheel Drive,29,13.79,23,17.39,36,11.11,32,12.5,28,14.29,24,16.67,20,17
39724,2023,Honda,Civic 5Dr,Large Cars,4.0,2.0,0,0,0,0,99,24,Front-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
39725,2023,Lexus,NX 250,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,28,14.29,22,18.18,33,12.12,29,13.79,25,16.0,22,18.18,19,16
39726,2023,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,4.0,2.0,0,0,0,0,0,0,Front-Wheel Drive,27,14.81,21,19.05,30,13.33,27,14.81,24,16.67,21,19.05,18,15
39727,2023,Toyota,Highlander Hybrid,Small Sport Utility Vehicle 2WD,4.0,2.5,0,0,0,0,0,0,Front-Wheel Drive,36,11.11,28,14.29,35,11.43,31,12.9,27,14.81,23,17.39,20,17
39728,2023,Toyota,Highlander,Small Sport Utility Vehicle 2WD,4.0,2.4,0,0,0,0,0,0,Front-Wheel Drive,24,16.67,19,21.05,28,14.29,25,16.0,22,18.18,19,21.05,16,13
