,year,make,model,VClass,cylinders,displ,2D PassVol,2D LuggVol,4D PassVol,4D LuggVol,HatchPassVol,HatchLuggVol,drive,CombCityHwy MPG,CombCHW_Cost100miles,AggCombMPG,AggCombCHW_Cost100miles,HW mpg@55,HW@55_Cost100miles,HW mpg@65,HW@65_Cost100miles,HW mpg@75,HW@75_Cost100miles,HW mpg@85,HW@85_Cost100miles,HW mpg@95,HW mpg@105
40022,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40023,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40024,2023,Ford,Expedition 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40025,2023,Ford,Expedition 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40026,2023,Ford,Expedition Timberline AWD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
40027,2023,Ford,Expedition Timberline AWD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,19,21.05,17,23.53,15,26.67,13,30.77,11,9
40028,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40029,2023,Ford,Explorer Timberline AWD,Standard Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40030,2023,Ford,Explorer Platinum HEV AWD,Standard Sport Utility Vehicle 4WD,6.0,3.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,23,17.39,18,22.22,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40031,2023,Ford,Explorer HEV AWD,Standard Sport Utility Vehicle 4WD,6.0,3.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,25,16.0,20,20.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40033,2023,Ford,Explorer Timberline AWD,Standard Sport Utility Vehicle 4WD,4.0,2.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,21,19.05,16,25.0,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40034,2023,Ford,Explorer FFV AWD,Standard Sport Utility Vehicle 4WD,6.0,3.3,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40035,2023,Honda,Pilot AWD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40036,2023,Honda,Pilot AWD Touring/Elite/Black,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,21,19.05,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40037,2023,Honda,Pilot AWD TrailSport,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,All-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40038,2023,Lincoln,Navigator 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,18,22.22,14,28.57,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40039,2023,Lincoln,Navigator 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.5,0,0,0,0,0,0,Part-time 4-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40040,2023,Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,8.0,5.6,0,0,0,0,0,0,4-Wheel Drive,15,26.67,12,33.33,18,22.22,16,25.0,14,28.57,12,33.33,10,8
40041,2023,Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,8.0,5.6,0,0,0,0,0,0,4-Wheel Drive,15,26.67,12,33.33,18,22.22,16,25.0,14,28.57,12,33.33,10,8
40042,2023,Mercedes-Benz,AMG SL63 4matic Plus,Minicompact Cars,8.0,4.0,76,6,0,0,0,0,All-Wheel Drive,16,25.0,12,33.33,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40044,2023,Mercedes-Benz,AMG SL55 4matic Plus,Minicompact Cars,8.0,4.0,76,6,0,0,0,0,All-Wheel Drive,16,25.0,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40045,2023,Mercedes-Benz,AMG C63 S Convertible,Subcompact Cars,8.0,4.0,81,9,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40046,2023,Mercedes-Benz,AMG C63 S Coupe,Subcompact Cars,8.0,4.0,79,11,0,0,0,0,Rear-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40047,2023,Nissan,Sentra,Midsize Cars,4.0,2.0,0,0,96,14,0,0,Front-Wheel Drive,33,12.12,26,15.38,39,10.26,35,11.43,31,12.9,27,14.81,23,19
40048,2023,Nissan,Sentra SR,Midsize Cars,4.0,2.0,0,0,96,14,0,0,Front-Wheel Drive,32,12.5,25,16.0,37,10.81,33,12.12,29,13.79,25,16.0,21,17
40049,2023,Nissan,Frontier 2WD,Standard Pickup Trucks 2WD,6.0,3.8,0,0,0,0,0,0,Rear-Wheel Drive,21,19.05,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40050,2023,Nissan,Frontier 4WD,Standard Pickup Trucks 4WD,6.0,3.8,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40051,2023,Nissan,Frontier 4WD PRO4X,Standard Pickup Trucks 4WD,6.0,3.8,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40052,2023,Audi,Q3,Small Sport Utility Vehicle 4WD,4.0,2.0,0,0,0,0,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
40053,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40055,2023,Ford,Explorer AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40056,2023,Lincoln,Aviator AWD,Standard Sport Utility Vehicle 4WD,6.0,3.0,0,0,0,0,0,0,Part-time 4-Wheel Drive,19,21.05,15,26.67,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40057,2023,Mercedes-Benz,AMG G63,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,4-Wheel Drive,14,28.57,11,36.36,16,25.0,14,28.57,12,33.33,10,40.0,8,6
40058,2023,Mercedes-Benz,AMG G 63 4x4 Squared,Standard Sport Utility Vehicle 4WD,8.0,4.0,0,0,0,0,0,0,4-Wheel Drive,11,36.36,8,50.0,12,33.33,10,40.0,8,50.0,7,57.14,6,5
40075,2023,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,4.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40077,2023,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,4-Wheel Drive,21,19.05,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40128,2023,Honda,Civic 4Dr,Midsize Cars,4.0,2.0,0,0,99,15,0,0,Front-Wheel Drive,35,11.43,28,14.29,40,10.0,36,11.11,32,12.5,28,14.29,24,20
40129,2023,Lexus,LS 500h,Midsize Cars,6.0,3.5,0,0,99,12,0,0,Rear-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
40130,2023,Lexus,LS 500h AWD,Midsize Cars,6.0,3.5,0,0,99,12,0,0,All-Wheel Drive,25,16.0,20,20.0,29,13.79,26,15.38,23,17.39,20,20.0,17,14
40131,2023,Honda,Civic 5Dr,Large Cars,4.0,2.0,0,0,0,0,99,24,Front-Wheel Drive,33,12.12,26,15.38,38,10.53,34,11.76,30,13.33,26,15.38,22,18
40133,2023,Jeep,Grand Cherokee 2WD,Standard Sport Utility Vehicle 2WD,6.0,3.6,0,0,0,0,0,0,Rear-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40134,2023,Jeep,Grand Cherokee 4WD,Standard Sport Utility Vehicle 4WD,6.0,3.6,0,0,0,0,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40135,2023,Ford,Mustang Mach-E AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,93,4.3,74,5.41,86,4.65,77,5.19,68,5.88,59,6.78,51,43
40136,2023,Ford,Mustang Mach-E AWD Extended,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,92,4.35,73,5.48,85,4.71,76,5.26,67,5.97,58,6.9,50,42
40137,2023,Ford,MUSTANG MACH-E CAL RT 1 ER AWD,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,98,4.08,78,5.13,91,4.4,81,4.94,72,5.56,63,6.35,54,45
40138,2023,Ford,Mustang Mach-E GT,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,84,4.76,67,5.97,77,5.19,69,5.8,61,6.56,53,7.55,46,39
40139,2023,Ford,Mustang Mach-E GT Performance,Small Sport Utility Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,82,4.88,65,6.15,77,5.19,69,5.8,61,6.56,53,7.55,46,39
40140,2023,Ford,Mustang Mach-E RWD,Small Sport Utility Vehicle 2WD,,,0,0,0,0,0,0,Rear-Wheel Drive,103,3.88,82,4.88,96,4.17,86,4.65,76,5.26,66,6.06,57,48
40141,2023,Ford,Mustang Mach-E RWD Extended,Small Sport Utility Vehicle 2WD,,,0,0,0,0,0,0,Rear-Wheel Drive,99,4.04,79,5.06,92,4.35,82,4.88,72,5.56,63,6.35,54,45
40142,2023,Lordstown,Endurance,Standard Pickup Trucks 4WD,,,0,0,0,0,0,0,4-Wheel Drive,69,5.8,55,7.27,71,5.63,63,6.35,56,7.14,49,8.16,42,35
40144,2023,Vinfast,VF 8 Eco,Special Purpose Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,87,4.6,69,5.8,85,4.71,76,5.26,67,5.97,58,6.9,50,42
40145,2023,Vinfast,VF 8 Plus,Special Purpose Vehicle 4WD,,,0,0,0,0,0,0,All-Wheel Drive,80,5.0,64,6.25,78,5.13,70,5.71,62,6.45,54,7.41,46,39
40180,2023,Porsche,911 Carrera T,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,25,16.0,22,18.18,19,21.05,16,25.0,13,11
40181,2023,Porsche,911 Carrera T,Minicompact Cars,6.0,3.0,70,5,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,24,16.67,21,19.05,18,22.22,15,26.67,13,11
40182,2023,Mercedes-Benz,AMG C43 4matic,Compact Cars,4.0,2.0,0,0,93,12,0,0,All-Wheel Drive,22,18.18,17,23.53,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40183,2023,Cadillac,CT5 V AWD,Midsize Cars,6.0,3.0,0,0,99,11,0,0,All-Wheel Drive,21,19.05,16,25.0,26,15.38,23,17.39,20,20.0,17,23.53,14,11
40184,2023,Dodge,Challenger SRT,Midsize Cars,8.0,6.2,94,16,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40185,2023,Dodge,Challenger SRT Widebody,Midsize Cars,8.0,6.2,94,16,0,0,0,0,Rear-Wheel Drive,16,25.0,12,33.33,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40186,2023,Chevrolet,Colorado 2WD,Small Pickup Trucks 2WD,4.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40188,2023,GMC,Canyon 2WD,Small Pickup Trucks 2WD,4.0,2.7,0,0,0,0,0,0,Rear-Wheel Drive,20,20.0,16,25.0,23,17.39,20,20.0,17,23.53,14,28.57,12,10
40189,2023,Chevrolet,Colorado Mud Terrain Tires 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,19,21.05,17,23.53,15,26.67,13,30.77,11,9
40190,2023,Chevrolet,Colorado 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,4-Wheel Drive,19,21.05,15,26.67,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40191,2023,GMC,Canyon 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,4-Wheel Drive,19,21.05,15,26.67,21,19.05,18,22.22,16,25.0,14,28.57,12,10
40192,2023,GMC,Canyon Mud Terrain Tires 4WD,Small Pickup Trucks 4WD,4.0,2.7,0,0,0,0,0,0,4-Wheel Drive,18,22.22,14,28.57,20,20.0,18,22.22,16,25.0,14,28.57,12,10
40193,2023,Ram,1500 2WD,Standard Pickup Trucks 2WD,8.0,5.7,0,0,0,0,0,0,Rear-Wheel Drive,17,23.53,13,30.77,22,18.18,19,21.05,16,25.0,14,28.57,12,10
40194,2023,Ram,1500 4WD,Standard Pickup Trucks 4WD,8.0,5.7,0,0,0,0,0,0,4-Wheel Drive,17,23.53,13,30.77,21,19.05,18,22.22,16,25.0,14,28.57,12,10
